"comment","user_id"
"Nice vedio Ayan vaia  You are Great","174"
"ASSALAMOALAIKUM Ayan bro next video kB aani hy?","373"
"Love from pakistan allah khush raki","874"
"Ayan cute","827"
"""Ayaan the year you were born in 2007 or 2008?","833"
"The bonding of Faiyaan🥺MashaAllah❤✨","32"
"Congratulations 600k much love from Bangladesh","110"
"We will also go to dubai april","923"
"""That's great","792"
"""Congratulations for 600k ","897"
"amezing video ayaan 👌👍😄😊","350"
"Hi i m from germany great viedeos 😊😊","968"
"Di please house tour ka video banao please","811"
"Kabh aighi new vlog.wait Kar rahi hu","76"
"Make a video on your cloth collection","8"
"Ayaan ❤","405"
"Great video Ayaan 👍🏻👍🏻👍🏻👍🏻","666"
"Fantastic vlog","632"
"Love u from pak","749"
"Awesome ayan 😘😘😘😘","914"
"Ayan zubair please make a vlog","550"
"شو وضعي ماني فاهمة شي بدنا ترجمة","635"
"Great video 👍👍👏🔥💯👍","701"
"Apka dosra vlog kab araha hai we will be wait","327"
"You so cool i love you 🥰😍😘 ayannn 🥰🥰","35"
"Faizuuu bhaiii body op ... 😂😂","302"
"4:30:once a tiktoker.. always a tiktoker 😂","769"
"❤❤","556"
"Great video ayaan I Like  👍👍","344"
"Welcome ❤️👍❤️","104"
"Ayaan jaldi se vlog dalo na please","747"
"Love from Odisha","737"
"so cute janat and ayan is so beautiful","81"
"1st view 💜","744"
"❤✌","571"
"Ayaan prank video ❤️😂","260"
"Ayaan zubair live kab ap ayo ga","227"
"Great intro 👍","77"
"great video bro nice","505"
"When will come carrom ki Rani BTS!!!??","270"
"Great vlog Ayaan bhai","850"
"Thank you ayaan for uploading this🙈🙈🙈","299"
"💐💐💐💐☺😁nice uploads ayaan","463"
"Allah hamesa khus rakhe or hidayat dee","354"
"Ayan soo Sweet my little bro love from pakistan","761"
"""0:47 The way you run is funny hahaha","732"
"2:10 china me jao wo bahot pyar se karte hain","630"
"MashaAllah","616"
"""You played Indian films","204"
"Me going to family functions be like : yoongi","900"
"""Jin","552"
"""Jin","476"
"Why does tae have a water bottle in his mouth 🤣","173"
"Yoongi was like: i dont know who they are","53"
"Suga and junkook: internet very slowwww","458"
"""Jin: let's dance Jh","336"
"Namjoon trying to be a fun dad: 😃","921"
"""Jin ","521"
"Modo tieso dijo Yoongi 😆","67"
"The expression suga and jungkook gave😂😂😂😂😂😂","114"
"""Suga: I want to sleep","603"
"O Yoongi  sempre de boa no canto dele ksksks😂","664"
"Pobre yoongi traingale una almoada y una sabana","248"
"RM's swag and coolness is no joke😳","694"
"Yoongs being like when it's math class.","985"
"Suga is always that one friend😂😂","217"
"I'm Yoongi at any family functions//*(+_+)*//","1"
"Yoongi and Jungkook were just done😂","621"
"Suga -i want to sleep 💤😴","527"
"“LoOK aT tHIs DUDe!” That cracked me up 🤣🤣🤣🤣","57"
"Yoongi be like : I want to sleep 😴💤","322"
"It's true that we stan legendary stars BTS","102"
"I love jungkook","940"
"2:45 i never seen someone that cute❤","147"
"I love Jimin..","175"
"I LOVE YOONGI ❤❤","244"
"V And jin are  SO Smart","922"
"Joungkook and Taehyoung are so cute","483"
"I love you Jangkook 💖","731"
"I Love jimin much...  he my idol💖💖💖💞","53"
"I love you Jimin😍😘😘💛💛💛","556"
"I love you jimin","626"
"""2:45 ommooo... Soooo Cute","898"
"I love you jongkook","878"
"i love you Jimin ❤️❤️❤️❤️❤️","146"
"I love you jimin","763"
"I.   Love. You. Jimin","644"
"I love you jin❤️","104"
"i love jimin so much ... he is my idol 😍","303"
"I love you jimin","711"
"Omg jungkook like a baby rabbit","336"
"do jimin tá lindo 😍","964"
"i love you Jimin ❤️❤️❤️❤️❤️","269"
"l Love you Jimin 💖😍","781"
"Jungkoo So cute and funny and cool","887"
"Sana all cute 😄😘😎","870"
"I love you jimin","98"
"hobi is love💜💜💜💜","720"
"I love Jimin 😘😘😘🥰🥰🥰😍😍😍❤❤❤","100"
"I love you JungKook","750"
"I love you suga","560"
"I love you Jimin 😘😘","190"
"I love u kookie and shooky","46"
"I Love you Jimin ❤❤","968"
"Jung kook 🥰🍪💙is so cute 🦋","186"
"I love you jimin","938"
"Love you too Jimin","972"
"Kim Taehyung 💗","102"
"I love V and suga","256"
"I love V and suga","103"
"Ilove  you Jimin ❤❤","727"
"i love Jimin 😍😘💕💝💖💋💗💞💌","183"
"I LOVE YOU TAEHYUNG","607"
"mang and j.hope😘😘😘","516"
"I love you jimin","920"
"I love oppa jungkook💜💜💜","357"
"I love you jimin","900"
"I love suga forever","232"
"Suga  i  loveyou   🐱🐱🐱","317"
"I love you jimkook 💜","635"
"I love jimin😍😍😍","127"
"I love jimin","909"
"I love you jimin ♥️♥️♥️♥️♥️","435"
"I love you jimin","172"
"I love you jimin","393"
"I love jimin😍😍😙😙","567"
"Jimin so cute","302"
"Love bts😘","126"
"Ilove Tae♥️♥️🤭","520"
"I love u j_hope💝💝","749"
"I love  j hope","463"
"I love yu jungkok","47"
"J hope🤩","45"
"I love you jin💖💖💖💖💖💖","623"
"I Love Jimin Like And Comment  OK","599"
"i love joongkook","578"
"Love  suga","266"
"Miss u much suga hyung and all members","575"
"I love junkook","989"
"I LOVE YOU JIMIN💜💜💜","501"
"ADVANCE HAPPY BIRTHDAY OUR SHINE JHOPE🥰","940"
"I LOVE YOU JIMIN","737"
"omg taehyung......I Love you ♥️♥️♥️♥️♥️♥️♥️♥️","543"
"I love you Kim tahyung","632"
"I love you kookie","763"
"A LOVE YOU JIMIMN","310"
"I love suga 😘😘💕","155"
"I love you jinminkok😙","473"
"So cuteee!","477"
"I love Taehyung............... 💜💜💜💜💜","397"
"I love you jimin your so cute i love you jimin","531"
"I like Kim tae tae","953"
"I love you Kim thaeyung Park Jimin Iloveyou","350"
"Wow I love you  Jung kook❤️❤️ Brianna😍🥰😘","573"
"LOVE YOU RM❤️🧡💛💚","724"
"I love you jimin","301"
"I Love jimin","350"
"I  love  you  jimin","763"
"I Love You Park Jimin😘😘","884"
"2:58 jin's part hurts so much :(","454"
"""I mostly don't cry","726"
"""I just became an army November 9th","797"
"My fav song from album 💿","22"
"Welcome back suga. I'm crying.","407"
"""When they say","569"
"Jimin's raw emotions are almost overwhelming.","453"
"WE ARE BULLETPROOF ARMY✊","853"
"Thanks 💜💜 guess who’s crying lol","585"
"""Wait","585"
"2:25 jiminie 💜","897"
"""If we’re crying watching this in our beds","118"
"2:00 bro i didn't need any more reasons to cry","412"
"This song will never fail to make us cry","433"
"""""""BTS"""" YA NO SON SOLO 7","880"
"""I randomly saw this video on my timeline","154"
"Jimin you look so hot and handsome 💜","732"
"2:31 seokjin💜","811"
"Jk's and V's voices are just so amazing.","441"
"""At the time of this concert on October 10","655"
"""I swear when the song starts at 0:01","26"
"I'm literary gonna cry.","306"
"Lindoooooooo BTS TE AMO SARANGHAE","532"
"""Son solo siete .... Que nos dicen cosas hermosas","872"
"I Love You BTS ❤️🇰🇷❤️","868"
"BTS+ARMY=FOREVER FAMILY  💜","420"
"""I'm crying!!!😭😭😭 2:00 """"we were only seven","480"
"This one hits an emotional chord inside","431"
"BTS + ARMY = love for ever ...","923"
"2:20 omg jimin...😋😋😮😮😮","929"
"Que música senhor  😢🇧🇷💜","724"
"Jimins vocal omg😍😍😍😍💜💜💜💜💜💜❤❤❤❤❤❤❤","123"
"""This song make me cry","146"
"Наши парни повзрослели-глаз не оторвать!!!! 🤩😍","651"
"Taehyungie","543"
"the only ship that's real:  *TaeTae x Gucci*","130"
"""Everyone should stop this","961"
"""It’s so disgusting","176"
"My respect for Taehyung went 📈📈📈📈📈📈","531"
"""The problem isn’t the fanfiction","816"
"""Okay","699"
"""I swear! Y'all haven't seen Instagram","950"
"""You see the reality is","412"
"""literally","950"
"""I really hate that type of fan fiction","627"
"""The fact","991"
"""BTS are our BangTan boys","211"
"""I honestly agree","794"
"""I haven’t read a fan fiction in a year","567"
"""I never read fan fictions","973"
"""It doesn’t matter how sure you are about taekook","857"
"""We","522"
"""I understand shiping people with themselves","747"
"The reason i suddenly became soft stan :","592"
"""He never said that though","634"
"""Some people litterally sexuallises them","667"
"""I have a lot to say about this topic","507"
"""Honestly","820"
"Stop creating weird fan fics army's borahae 💜","957"
"""I'm a taekook shipper","631"
"""I like watching the bts","83"
"2:48 uwaaaa his visuals T^T","8"
"So excited for season 2😍😍😍","461"
"3:50 AHHCCKK LEE JI AH SO PRETTY😭","114"
"I have legit fallen in love with Lee Ji Ah 😍","527"
"Who ships Lee Ji Ah and Uhm Ki Joon in real life?","589"
"LEE JI AH IS SOOOOOO PRETTYYYY <3","688"
"Thank you so much for eng sub ❤️","385"
"thanks for the subs!!❤","683"
"Can u pls upload all the Bts with eng sub","671"
"""still confused","457"
"Plis we need eng sub thoo","853"
"1 person can hide a body lol","610"
"When will season 2 come out?","281"
"お仕事の内容はハードなのにケープに始まりおくるみで締められる赤ちゃんみの強い動画でしたね","95"
"0:59 また走るのかぁ、、の顔が好き💕","22"
"頑張って❕ ジョングク❗ 応援してるよ🎵","205"
"プロ魂感じるよグク、、","686"
"😍😍","226"
"So cute😍 jk","939"
"※     ☺     💓","879"
"大変そう🥺🥺🥺🥺🥺","366"
"Like you and.. Love you 😘","900"
"かっこいい。っていうのもあるけど、「美しい✨」って言う言葉もあってるかも","948"
"いや、まじで美形♡♡","32"
"クビの絵？って言えばいいかな？タトゥーのやつ？自分で乾かしててめっちゃ射抜かれたw","339"
"綺麗。。。","227"
"お召し物がはだけ過ぎてて気になる。カメラさんもうちょい下写して…（ごめん何言ってんの）","360"
"雷に打たれた時の、リヒテンベルク図形みたいで素敵💕","163"
"メイクさんにな、な、りたい〜！w","313"
"サムネめっちゃヤマカイに見えた","3"
"文字は何て書いてあるの？","511"
"Upload FF New Semoga Kalian Suka Yaww...","459"
"Lagunya bikin emosi ya bund🙂","667"
"Jahat banget ibu tirinya bikin emosi 😅😅","145"
"Next eonnie   Semangat nee❤","569"
"❤️❤️❤️","348"
"Gw gk thn sma soundnya😭😭","705"
"Lagunya ulang ulang","97"
"gue Esmosi Sumpah Denger Lagunya😑","533"
"사랑해 박지민:salanghae Park jimin","252"
"I love vminkook","19"
"Love you BTS  Jungkoook  Jin","171"
"I love you Jungkook","427"
"I love you BTS ❤️🥰","885"
"Wow Kami and the story is that a good day","786"
"I LOVE YOU JUNGKOOK 😍","353"
"i love yu jimin and jk","923"
"I LOVE BTS😍😍😍❤❤❤❤❤","714"
"ILOVEU KIM SEOKJIN 😗😗","848"
"I LOVE JUNGKOOK","987"
"Me NCTZen💍","4"
"I LOVE EXO AND BTS😘❤","569"
"I Love BTS & I-Land  ❤️✨","411"
"Love you min yoongi","50"
"I Love You BTS💜💜💜💜💜💜","637"
"I love you namjoon","513"
"Love you min yoongi dan kim seok jin","884"
"❤️❤️JK❤️❤️","312"
"I LOVE you TEHYUNG","377"
"LOVE YOU JIMINNNNN 😘😍🤗","915"
"miss you dady namjoon","418"
"i ❤ u ALLAH SWT","673"
"I Love you EXO-L 💜💜💜💜💜💜💜💜💜💜💜💜","895"
"I love jimin hee","583"
"Nct ❤️ EXO L ❤️❤️❤️❤️❤️😭😭😭","650"
"""I love you kaı ","556"
"I love you RM","273"
"Love joen jungkok","382"
"I LOVE you tehyung","622"
"I ❤️Love you BTS💙AND ARMY 🥰💗💙","28"
"I❤️❤️ Love jungkook","562"
"cute BTS","35"
"LOVE YOU RMMM 😍😍🤣❤️","111"
"LOVE YOU namjoon","251"
"I love u ❤❤❤❤  BTS          KIM SEOKJIN","829"
"Love you BTS.💞💞💓💗❤️❤️❤️❤️","705"
"I💖u. jimin","918"
"I LOVE YOU BTS 🖤❤️ ARMY❤️","118"
"I LOVE YOU ITZY","103"
"I love you jin....💜💜💜 Mr Worldwide Handsome","752"
"ILOVE jimin😘😘","60"
"I Love you kim namjoon","405"
"I love Taehyung","396"
"l love you jongkok","566"
"I LOVE YOU JEON JUNGKOOK  I LOVE YOU KIM SEOKJIN","124"
"I LOVE YOU BTS 😍😘❤","628"
"❤️bts","232"
"I love you BTS💖💖","709"
"""jungkok","536"
"I💜 LOVE TAEHYUNG","814"
"""jungkok","931"
"Saranghe kim teahyung:)v","878"
"I love Jungkook and rm 아랑 해","809"
"I💜 LOVE JIMIN","230"
"love you kim taehyung","483"
"I love you Suga sarange","899"
"Love you tooo kak Suga jimin","332"
"Love jimin","688"
"I LOVE YOU KIM TAEHYUNG","897"
"I love you BTS   ❤❤❤❤❤❤❤❤","366"
"Thank's i love BTS","736"
"Luv u BTS 💜 💜 💜 ur my eveythin","668"
"Ilove you too kim Jungkook JiMin","442"
"I  LOVE jimin","407"
"I love you BANGTA SONYEONDAN 💜💜💜💜❤❤❤❤","135"
"Miss you taehyung","195"
"Ilove jungkook","910"
"💝💜💝💜jimin... I  love you 💜","95"
"ilove you bts 🤞❤️💋","189"
"♥️♥️♥️♥️jimin","668"
"I LOVE YOU JUNGKOOK!!!!!!! 😍👦😘😚😊","410"
"Wahhhh daebak","298"
"Love tehyung❤️❤️","606"
"I love u jimin bg","282"
"Keren love❤️❤️❤️❤️❤️❤️","125"
"I 💜love taehyung","560"
"Love you jiminn","713"
"I LOVE YOU PARK JIMIN","611"
"ILOVE YOU BTS ARMIY","538"
"Sarangheo EXO","977"
"I Love YOU ❤❤ BTS dan juga ARMIY 💕💕😊😊😇😇","482"
"Iloveyou kim tehyung","500"
"I love theyung","416"
"love you kim sokjin","933"
"I ❤️ you tehyung","648"
"Love you Kim Seok jin❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ 👇","834"
"I❤️LOVE YOU EXO 💙 AND D.O 🥰💗💙","330"
"Bts we family.... 👌 😊","510"
"Ilove teahyong","659"
"Iloveyou BTS ARMY❤️😘♥️","739"
"Love     rm","356"
"i love jungkook sama tahyung","448"
"SGD❤️❤️❤️❤️❤️❤️❤️","443"
"I❤️LOVE BTS 🤟🤟🤟  💯💯💯 ❤️🧡💛💚💙💜","974"
"I love you Jimin❤️❤️❤️❤️❤️❤️","38"
"""This can only be one person","973"
"""For videos in beginning","344"
"JungKook uncle for sure","564"
"Kookie","860"
"JK is the most relatble to army😂","431"
"Jaenkook","251"
"That's our only loving kookie🍪🍪💜✨","785"
"Our cutest bunny🐰💕 BABY KOOK🥺💗✨","692"
"So I resemble tae....when it comes to ART 😂","614"
"Jungkookie😘😘","861"
"Kookiee!! 💜💜💜","213"
"""It's jungkook.. Only he can do this things.. Lol","936"
"Kookie 💜💜💜💜💜🐰🐰🐇🐇","226"
"He is just way too cute for this world.","722"
"Kookie❤️❤️❤️❤️","90"
"Kookie 💜","857"
"Kookie is the best 😍😍","465"
"Kookieeeee","115"
"Who else its our kookie 😘😘😘","510"
"It's our Kookie","893"
"Jungkook at first he so cute 😘 nice edit sis","558"
"And this is our naughty JUNGKOOK 😂","974"
"Jk💜💜💜💜","7"
"""""""YOONMIN AS FATHER""""  LOL""","954"
"""Ok but that last one🤣  That girl is such a mood","661"
"Jungkook is a bunny baby👶","885"
"Jk💜💜💜💜","925"
"Kookie","50"
"Kookieeeeeeeeeeeeeeeeeeeeeee","131"
"Surely it is our little kookie Jungkook...🐇🐰🐰","483"
"my forever bias jungkook 💜🥰","827"
"Yoonmin nd their sons🥰😍😘💜💜💜💜","262"
"JK 💜💜💜💜💜💜💜","102"
"""Our cute coconut head cookie","613"
"Kookie....walking😂😂","704"
"Jungkook is singing 😍😍😍","440"
"Kookie❤️","830"
"Jungkook goes all out When he is crazy","93"
"V is an artist if he also draw like that","344"
"i love Jk son And Yoonmin part😂💜💜","745"
"All day  I have exams to do😂😂","414"
"Kookie❤️","495"
"My jk is so cuteee","26"
"Well he runs likea bunnyyy🥺✨","868"
"""I honestly love Jenny so much","375"
"We need the kids interaction 😭","417"
"0:21 the height difference XD","417"
"Choi ye bin is really tall and beautiful","527"
"""Ha Eunnbyol is the character I hate the most","944"
"I ship ji hyun and young dae !!!!!","820"
"""Honesty ever actor in the penthouse was in point","482"
"I'm waiting season2 💔😥","319"
"""Han Ji Hyun unnie","124"
"She shared the candies omg she's so sweettt","304"
"cheon seo jin is so kind..in real ife of course..","179"
"3:01 i needed this so much","407"
"YOO THEIR ACTING IS SO GOOD","443"
"Seok hoon's smile😭😭❤","585"
"I need this to control my anger 😤🤪🤪","251"
"I'm so addicted to these behind the scenes video","532"
"seokhoon😍","104"
"They love each other so much offscreen❤️","272"
"the penthouse cast is so sweet irl !","608"
"i can't hate them in real life 😭","691"
"I love how min seol ah act its so wonderful","129"
"thank u for give subtitle","184"
"Baerona amd seokhoon","793"
"youngdaeee😭😍😍","806"
"""Choi ye bin","964"
"i like seok hoon most he is so adorable","9"
"Seok hoon is too cute🥺❤","807"
"Young dae is so cute","80"
"Huh im so upset with eunbyeol😩","737"
"Han Ji-hyun 🥰🥰🥰🥰","348"
"How kind seo jin in real life!!😍","431"
"Bae ro na and  eun byeol","374"
"3:05  눈빛 뭐임","746"
"5:16 seok hoon lucu bangett","543"
"""go watch running man with penthouse cast","42"
"""i really like watching bts","768"
"I like seo jin❤","856"
"5:17 awwwww","962"
"Now My Pressure is Decreasing😂😂","664"
"BAHAGIA DI ATAS PENDERITAAN PENONTON 😭","267"
"the Hera palace kids actually get along so well","936"
"J&T joe dan tae wkwkkwkwkkwkwkwk😂","481"
"I suddenly ship this 3:12","48"
"1:01","852"
"di drama kea nya bikin kejang2 bgt ya","47"
"""I'm really amazed by their actings","334"
"need more kim hyunsoo's bts..","978"
"Thankyou for subbing","672"
"0:19 Rona looked so smol","793"
"1:05 logan lee you're so cool for me.","364"
"""Kim Taehyung","452"
"V😍","745"
"Only fact:  BTS never failed to comfort us ARMY.","466"
"king tae hyung😘 BTS💜💜💜","133"
"💜JK💜V💜RM💜JIN💜JIMIN💜J HOPE💜SUGA💜","32"
"""Jungkook's vocal","700"
"My heart Tae ❤😳","645"
"""My word","563"
"Taetae's voice is heaven.  The idol of the idols.","708"
"taehyungs oooh at 7:41 can save lives","784"
"""JUNGKOOK is a wonderful artist","478"
"Jimin king of dance","372"
"jungkook l Love you 💜💜💜❤️","607"
"V looks so heavenly 😭😩","100"
"Taehyungie","23"
"Jk so pretty 💜💜✌🏼✌🏼","185"
"احبكم ♥️♥️♥️♥️♥️♥️ V","994"
"Can't take my eyes off taehyung💜🐯💜V💜","180"
"""This is the JIN comment u r looking for","211"
"Kim Taehyung 😭😍💜💜","249"
"""Jk is perfect singing ","602"
"O Tae saiu de trás da árvore!!! Ti fofo","312"
"무대천재 지민.정말 한 시도 눈을 뗄 수가 없어.","731"
"jungkook starting every song KINGGG","802"
"Jungkook amazing 💜","576"
"""""""I got a snowman"""" cute...💜💜""","488"
"Jungkook is stunning and charismatic guy","398"
"They're so perfect at everything they do 🖐️😔🥺","499"
"Taehyung 💜","564"
"방탄오빠들 멋져요","747"
"뷔💜💜","845"
"I LOVE YOU JIMIN 😍😍😍😍","938"
"""7:19 when I am mad at my brother (V) ","418"
"""LGO Taehyung is a dream","192"
"OT 7✊🏻   👇🏻","825"
"정국이 묶은 머리 보는 순간 이미 게임 끝ㅠㅠ 너무 멋있어","916"
"V in black in white were perfect 💜","724"
"""KING VOCAL JUNG KOOK","902"
"""7:41 that """"Ohh~"""" by Taehyung saved my life.💜""","169"
"4:54 that stare from Taehyung is so sweet!!💜","180"
"haaaa cuando Jin dijo que sí","987"
"뷔💜","97"
"Yoongi is snowman 😍","228"
"""7:20 Just discovered how Tae snatched it","435"
"""От увиденного и услышеного","417"
"Jhope vocal  😍","997"
"Ahhhh jiminnn i love you❤️❤️💜❤️","199"
"""Спасибо за видео","680"
"Jin so handsome here 😍","555"
"""Black Swan. Esta canción es simplemente épica","712"
"""Está presentación es épica y especial","116"
"OMG Black Swan 💜💜💜","391"
"I really can't take my eyes of kim taehyung","726"
"꺄야야양 탄이 오빠들 넘나 잘생겼음🖤🖤🖤🖤🖤🖤💜💜💜💜💜💜","51"
"O Yoon é o boneco de neve aaaaaaaa","880"
"어머.... 진짜 완전 잘생겼어... ㅠㅠㅠㅠㅠㅠㅠ ❤️","982"
"지민이 목소리 춤 예술이다. Jimln ♡♡♡♡","51"
"Tae hyung♡♡","353"
"JIN😍","418"
"""Amazing performance! BTS are like the good wines","184"
"Happy new year bts my love jimines","35"
"JINNNNNNNNNNN","573"
"Is jk's hair still blonde?","632"
"역시 무대천재 대명사 전정국","244"
"Taehyung in black is ♥️♥️♥️","660"
"park jimin so cute✨✨","886"
"KIM TAE HYUNG UR SO AMAZING","609"
"🎊🎊🎊cute edit😍😍","929"
"V 💜💜💜💜💜💜💜💜💜💜💜💜💜💜","366"
"V ❤❤❤","332"
"V💖","439"
"I Love Kim Teayung  💖💖💖💖💖","154"
"V❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️","259"
"V 💜💜💜💜💜💜💜💜💜💜💜","76"
"V Call 😘😘😘😘🇰🇷💜💜","934"
"L love Kim Teayung❤️❤️❤️❤️❤️❤️❤️","136"
"V you and jimin is so cute and handsome","566"
"V is looking very nice 👍💜","294"
"Mino bio 😘😘❤ teamo amor","713"
"Every colour is made for him ❤️❤️","306"
"I love kim tehyung","938"
"V BTS😍","263"
"V 😻❤️🧡💛💚💙💜🖤","934"
"You're gorgeous in  every color ♡","923"
"Su le queda el tik tok a tae","175"
"""He is in any colors he is so good","500"
"This really suits him","701"
"I love you v ❤️ ❤️ soooo nice edit ❤️❤️","305"
"Need more videos......good edit ..!!!..💜💜👍👍👍","982"
"Black my favorite color in REALITY 🖤🖤🖤","564"
"kim taehyung😍❤❤","595"
"😍😍","556"
"He just rocks in all colours 😍💜","748"
"Kim taehyung v ❤💜💜💜💜💜💜💜","664"
"LVUo 😍","754"
"Vvvvvvv....i purple u","939"
"Jk and Lisa also","523"
"❤️❤️❤️💜💜💜","124"
"You are so cute in BTS 😍","349"
"V😍💜💛❤💙💚","417"
"👍❤️","502"
"Do it For Jimin and Suga please do it","687"
"I LOVE V","40"
"cutenya❤😘","852"
"Idol hahhahahh💜💜💜💜💜💜💜💜💜💜💜💜💜💜","540"
"😍😍❤❤❤","692"
"Can u make Jimin version please 😊💜","475"
"I like green colour ❤️❤️❤️","718"
"🤣👏👏","346"
"Yaaaaa i love tihs video🥰🥰🥰🥰","867"
"❤❤❤❤❤❤❤❤❤❤","846"
"😍❤","459"
"So cute😍😍😍😍","108"
"❤️❤️❤️","588"
"💜💜💜💜","877"
"น้ารักชอบคนนี้เลยค่ะๆๆๆๆๆไม่ชอบไครเลย","890"
"❤️❤️❤️❤️","878"
"Kushangi choudhury I love you V","211"
"kamu  gate ng😘😍","354"
"He is my crush V taehyung","638"
"💜💜💜💜💜💜","388"
"💐💐💐💐💐💐💐","301"
"😍😍😍🥰❤️❤️🥰😍","117"
"😭😭😭","940"
"Cool edit","126"
"I love it😘😘🥰🥰","691"
"Kyanca haa siruna cee","670"
"❤️❤️❤️❤️❤️😍😍😍","869"
"😘❤️❤️❤️❤️❤️❤️","28"
"😍😍😙😘😚😻","371"
"🌹🌹🌹🌹🌹🌹","98"
"🌷🌷🌷🌷🌷🌷🌷🌷","422"
"😘😘😘💖💖","67"
"❤💛💙💜💖🖤💭","770"
"😍😍😍😍😍😍❤❤❤❤❤❤","218"
"????","66"
"😍😍😍😘","911"
"😘😘😘😘","470"
"SAYA SUGA DONG","965"
"Rad","685"
"I love He !!","993"
"😍😍😍😍😍😍😍😍😍😍","765"
"Ka ganteng banget tehyung","301"
"Hahahah","880"
"Amei ❤️","228"
"Please make jk version","429"
"😇😇😇😇","815"
"wow ilike V aLoT","576"
"Lalalalalalalalallalalalallallala😁","536"
"V","962"
"Wow nice!!","46"
"😘😘😘😘😘👍👍👍 v","209"
"Musallah","85"
"💜💙💚💛🧡♥️❤️🧡💛💚💙💜","400"
"Semuah","463"
"Hermoso","489"
"I feel like they just gettin cuter and cuter","101"
"I just miss suga😶","487"
"Tomorrow x Togheter ONLY MOA FOREVER 😍😍😍😍😍","309"
"BTS 💜","805"
"I love you bts I love you v forever 💜💜💜💜","165"
"*BTS... I LOVE YOU... ARMY... BTS*","748"
"Both groups were cool and full of energy","686"
"Txt lovers💜💜💜💜💜","566"
"Big Hit Family","990"
"3 gems of bighit 💎","121"
"""I love big hit family","87"
"I loveeee these 3 groups for Bighit 🔥","239"
"They all have their amazing unique way..😊💜","479"
"love them😚","536"
"My boys ❤️❤️🙈🙈🥺🥺🥺🌍🌍🌍🌍","555"
"My Stan for kpop boy group... My Heart Is Melting","577"
"BTS❤❤❤❤❤❤❤","382"
"BANGTANG SARANGAE 💜💜💜💜💜💜💜","575"
"조나ㅑㅍㅑㅛㄷ튳ㅎ BTS","416"
"Btsssss💜💜💜💜💜💜💜💜💜","377"
"ILove You BTS","384"
"I love BIGHIT boy's.... Especially... ENHYPEN..😁","308"
"BTS 💋💋❤❤❤","169"
"B . T . S army forever","767"
"😍😍😍💜💜💜💙💙💙💛💛💛","509"
"TxT 💛💙💛","613"
"Bts forever","718"
"BTS BEST","436"
"Enhypen 😘","915"
"Love bts💜💜💜💜💜💜💜🥰🥰😘🥰😘🥰😘🥰","615"
"BTS 1st di korea","329"
"Ada enhypen","651"
"BTS❤️❤️","744"
"Btsss","629"
"bts❤❤❤❤","72"
"ក្រុមBTSដូចបាត់ម្នាក់😔😒😓😕","584"
"💙💙💙💙💙💙💙💙","676"
"Bts 💜💜💜💜💜","862"
"BIG HIT TOM N JERRY IS BTS","348"
"Bts 💜💜❤","610"
"Bts 💜💜","389"
"Only BTS 💜","471"
"BTS army","46"
"BTS is there senior now congress","932"
"BTS ARMY 4 LIFE","180"
"Yoongi is missing","954"
"""Enhypen is still part of Big Hit Family","869"
"Enhypen 🤩✊🏻","669"
"This video is not complete","186"
"BTS","662"
"""Enhypen is not from bighit","736"
"Same","872"
"Only BTS","998"
"Bts","104"
"Bts","990"
"bts","845"
"BTS","270"
"Bts","13"
"Wheres yoongi","716"
"BTS","43"
"Bts","256"
"Bts all togever is better💜🧸🧸🧸💜💜💜💜","601"
"Bts","947"
"Bts","44"
"Yang lebih bagus bts","233"
"I choose BTS and TXT","631"
"Bts😏😏","175"
"Only BTS!","564"
"Im sorry but Enhypen’s not bighit entertaiment!!!","129"
"Only bts and txt are bighit artist tho....","935"
"Mil veses BTS ♡♡♡","116"
"263353","270"
"263353","747"
"263353","813"
"263353","378"
"263353","163"
"263353","462"
"263353","278"
"263353","304"
"263353","663"
"263353","317"
"263353","486"
"263353","954"
"263353","124"
"263353","71"
"263353","794"
"263353","972"
"263353","390"
"263353","825"
"263353","817"
"263353","762"
"263353","205"
"263353","530"
"263353","512"
"263353","255"
"263353","695"
"263353","843"
"263353","834"
"263353","344"
"263353","945"
"263353","535"
"263353","711"
"263353","905"
"263353","628"
"263353","865"
"263353","148"
"263353","225"
"263353","18"
"263353","135"
"263353","72"
"263353","564"
"263353","242"
"263353","933"
"263353","131"
"263353","540"
"263353","527"
"263353","415"
"263353","32"
"263353","958"
"263353","295"
"263353","335"
"263353","149"
"263353","780"
"263353","436"
"263353","445"
"263353","102"
"263353","916"
"263353","744"
"263353","311"
"263353","688"
"263353","616"
"263353","513"
"263353","547"
"263353","85"
"263353","338"
"263353","559"
"263353","972"
"263353","485"
"263353","98"
"263353","457"
"263353","219"
"263353","444"
"263353","484"
"263353","647"
"263353","863"
"263353","995"
"263353","697"
"263353","133"
"263353","262"
"263353","283"
"263353","220"
"263353","926"
"263353","860"
"263353","811"
"263353","972"
"263353","47"
"263353","934"
"263353","652"
"263353","99"
"263353","819"
"263353","354"
"263353","862"
"263353","850"
"263353","502"
"263353","215"
"263353","175"
"263353","399"
"263353","723"
"263353","903"
"263353","509"
"263353","769"
"""Jungkookie acting as he is a grown up man","797"
"""Even though Jungkook is a 23 years old man","315"
